label,text
0,"51. ""Tribal Groups"" means any distinct, vulnerable, social and cultural group within the territory of the Project Implementing Entity, that: (i) self-identifies as such and claims, and is recognized by others as, having a distinguishable cultural identity: (ii) has collective attachment to geographically distinct habits or ancestral territories in the Project area, and to the natural resources in these habitat and territories; (iii) has customary cultural, economic, social and political institutions that are separate from those of the dominant society and culture; and (iv) has an indigenous language, often different from the official language of the Borrower and/or the Project Implementing Entity."
0,"52. “VCRMC” means Village Climate Resilient Agriculture Management Committee, a Committee created by the State of Maharashtra through Government Resolution dated November 7, 2017, headed by the Chairperson of the Village Panchayat (rural local self-government institution at the village level), to carry out planning and execution of community works, referred to in Section I.A.4(a) of the Schedule to the Project Agreement."
1,The objectives of the Project are to increase access of vulnerable people to water services and to contribute to the reduction of water losses and pollution loads in MRSP.
0,Public Disclosure Authorized
0,OFFICIAL
0,DOCUMENTS LOAN NUMBER 8916-BR
0,Loan Agreement
0,(SABESP – Improving Water Service Access and Security in the Metropolitan Region of São Paulo Project)
0,(Programa de Sustentabilidade e Inclusão aos Serviços de Saneamento e Preservação da Água para Abastecimento Público na RMSP - Região Metropolitana de São Paulo Programa Saneamento Sustentável e Inclusivo – SABESP)
0,between
0,COMPANHIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO - SABESP
0,Public Disclosure Authorized
0,and
0,INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT
0,LOAN NUMBER 8916-BR
0,LOAN AGREEMENT
0,AGREEMENT dated as of the Signature Date between COMPANHIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO (“Borrower” or “SABESP”) and INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT (“Bank”). The Borrower and the Bank hereby agree as follows:
0,ARTICLE I - GENERAL CONDITIONS; DEFINITIONS
0,1.01. The General Conditions (as defined in the Appendix to this Agreement) apply to and form part of this Agreement.
0,"1.02. Unless the context requires otherwise, the capitalized terms used in this Agreement have the meanings ascribed to them in the General Conditions or in the Appendix to this Agreement."
0,ARTICLE II — LOAN
0,"2.01. The Bank agrees to lend to the Borrower the amount of two hundred fifty million Dollars ($250,000,000), as such amount may be converted from time to time through a Currency Conversion (""Loan”), to assist in financing the project described in Schedule 1 to this Agreement (""Project”)."
0,2.02. The Borrower may withdraw the proceeds of the Loan in accordance with Section III of Schedule 2 to this Agreement. The Borrower's Representative for purposes of taking any action required or permitted to be taken pursuant to this Section is its Chief Financial Officer and Investor Relations Officer (Diretor Econômico-Financeiro e de Relações com Investidores) or its Finance Superintendent (Superintendente de Finanças).
0,2.03. The Front-end Fee is one quarter of one percent (0.25%) of the Loan amount.
0,2.04. The Commitment Charge is one quarter of one percent (0.25%) per annum on the Unwithdrawn Loan Balance.
0,2.05. The interest rate is the Reference Rate plus the Variable Spread or such rate as may apply following a Conversion; subject to Section 3.02(e) of the General Conditions.
0,2.06. The Payment Dates are March 15 and September 15 in each year.
0,2.07. The principal amount of the Loan shall be repaid in accordance with Schedule 3 to this Agreement.
0,"2.08. The Borrower may request the Conversions of Loan terms, in each case with the prior non- objection of the Guarantor, through its Secretariat of the National Treasury of the Guarantor's Ministry of Finance."
0,"2.09. (a) If on any given day, the Total Exposure exceeds the Standard Exposure Limit (as said terms are defined in sub-paragraphs (b)(ii) and (b)(iii) of this Section), the Borrower shall pay to the Bank a surcharge at the rate of one half of one percent (0.5%) per annum of the Allocated Excess Exposure Amount (as defined in sub- paragraph (b)(i) of this Section) for each said day (""Exposure Surcharge""). The Exposure Surcharge (if any) shall be payable semi-annually in arrears on each Payment Date."
0,(b) For purposes of this Section the following terms have the meanings set forth below:
0,"(i) ""Allocated Excess Exposure Amount"" means for each day during which the Total Exposure exceeds the Standard Exposure Limit, the product of: (A) the total amount of said excess; and (B) the ratio of all (or, if the Bank so determines), a portion of the Loan to the aggregate amount of all (or the equivalent portions) of the loans made by the Bank to the Borrower, the Guarantor and to other borrowers guaranteed by the Guarantor that are also subject to an exposure surcharge, as said excess and ratio are reasonably determined from time to time by the Bank."
0,"""Standard Exposure Limit” means the standard limit on the Bank's financial exposure to the Guarantor which, if exceeded, would subject the Loan to the Exposure Surcharge, as determined from time to time by the Bank."
0,"(iii) ""Total Exposure"" means for any given day, the Bank's total financial exposure to the Guarantor, as reasonably determined by the Bank."
0,ARTICLE III — PROJECT
0,"3.01. The Borrower declares its commitment to the objectives of the Project. To this end, the Borrower shall carry out the Project in accordance with the provisions of Article V of the General Conditions and Schedule 2 to this Agreement."
0,ARTICLE IV — EFFECTIVENESS; TERMINATION
0,"4.01. The Additional Condition of Effectiveness consists of the following, namely that the Operational Manual has been adopted by the Borrower in a manner and with contents acceptable to the Bank."
0,4.02. The Effectiveness Deadline is the date ninety (90) days after the Signature Date.
0,ARTICLE V — REPRESENTATIVE; ADDRESSES
0,"5.01. Except as provided in Section 2.02 of this Agreement, the Borrower's Representative is its Chief Financial Officer and Investor Relations Officer (Diretor Econômico-Financeiro e de Relações com Investidores)."
0,-2-
0,5.02. For purposes of Section 10.01 of the General Conditions: (a) the Borrower's address is:
0,"Companhia de Saneamento Básico do Estado de São Paulo - SABESP Diretoria Econômico-Financeiro e de Relações com Investidores Rua Costa Carvalho, nº 300 - Pinheiros 05429-900 São Paulo -SP - Brasil and"
0,(b) the Borrower's Electronic Address is:
0,E-mail: mrampone@sabesp.com.br raffonso@sabesp.com.br
0,5.03. is:
0,For purposes of Section 10.01 of the General Conditions: (a) the Bank's address
0,"International Bank for Reconstruction and Development 1818 H Street, N.W. Washington, D.C. 20433 United States of America; and"
0,(b) the Bank's Electronic Address is:
0,Telex: Facsimile: E-mail:
0,1-202-477-6391 248423(MCI) or 64145(MCI)
0,mraiser@worldbank.org
0,AGREED as of the Signature Date.
0,COMPANHIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO
0,By
0,Authorized Representative
0,Name: Rui Affonso
0,Title:
0,CFO
0,"Date: November 29, 2019"
0,- 3 -
0,"Authorized Representative Name: Benedito Braga Title: Director - President Date: Movember 29, 2019"
0,INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT
0,By
0,Pás Authorized Representative
0,"Name: Paloma Anos Carera Country Director Date: December 4, 2015"
0,Title:
0,Witnessed by:
0,funt
0,- 4-
0,SCHEDULE 1
0,Project Description
0,The Project consists of the following parts:
0,"Part 1. Expand access to water services, reduce water losses and increase system resilience in MRSP."
0,1.1 Increasing access to water supply and sanitation services for vulnerable people in peri- urban areas of MRSP by scaling up the Água Legal Program.
0,"1.2 Rehabilitating and renewing critical water networks to reduce leakages by scaling up the Borrower's replacement program of critical aging water networks, including, inter alia, the replacement of reticulation mains, pipelines and water connections in MRSP."
0,"1.3 Reducing water losses in specific water sectors in low-income areas located in the Guarapiranga Basin and Billings Basin with a comprehensive water loss reduction plan, including, inter alia, district metered areas, infrastructure replacement, pressure control, and active leakage repair."
0,"1.4 Repairing and improving operation and maintenance of assets, lifespan extension of dams supplying water to MRSP, including, inter alia, correction of anomalies and repair of dams and their associated structures; control of eroded material or leaks; and supervision of such activities."
0,Part 2. Reduce pollution loads to scarce water resources in the Guarapiranga Water Basin.
0,"2.1 Expanding sanitation services provision to vulnerable people by reducing the direct discharge of sewage in water bodies upstream of the Guarapiranga reservoir through, inter alia, investments including sewerage networks, collectors, pumping stations and connections to the existing Barueri Wastewater Treatment Plant."
0,"2.2 Reducing pollution loads in rivers by, inter alia, investing in innovative approaches to remove nutrients from the Embu Mirim River."
0,"2.3 Increasing sewerage system reliability through, inter alia: (a) the rehabilitation and modernization of existent sewerage pumping stations in the Guarapiranga Basin; (b) the replacement of the Guavirutuba sewerage main trunk pipeline; and (c) the replacement of the Talamanca discharge pipeline."
0,Part 3. Technical assistance and project management and supervision.
0,"3.1 Exploring innovative approaches, strategic studies, and alternative pilot solutions to allow the Borrower to respond to key sector and institutional challenges by, inter alia, bringing in innovative approaches, implementing alternative pilot solutions, preparing key strategic studies,"
0,-5-
0,"documenting case studies and best practices, providing training material, promoting knowledge- sharing events, developing impact assessments, and improving the Borrower's technical capacity to deal with regulatory requirements and asset management."
0,"3.2 Supporting the Borrower's Project management and works supervision requirements, including, inter alia, technical assistance to respond to technical, fiduciary and safeguards-related demands, reporting needs, and monitoring and evaluation."
0,"3.3 Supporting the Borrower to develop studies, plans, designs and investigations to renew and extend the lifespan of the dams supplying water to MRSP, including, inter alia, the increase of the Borrower's institutional capacity and the development of key dam safety-related tools to enhance the Borrower's capacity to respond to the dam safety requirements and benchmarks, and the acquisition and installation of monitoring and control systems, as well as electrical and mechanical equipment."
0,Part 4. Contingent Emergency Response Component.
0,"Supporting the Borrower, following an Eligible Crisis or Emergency, to respond to emergency situations and reconstruction."
0,-6-
0,SCHEDULE 2
0,Project Execution
0,Section I. Implementation Arrangements
0,A. Institutional Arrangements.
0,"1. The Borrower shall maintain a Project Implementation Unit (the “PIU”) at all times during the implementation of the Project, with sufficient resources, decision making capacity, competent staff in adequate numbers and responsibilities, all acceptable to the Bank and as set forth in the Operational Manual."
0,"2. The Borrower shall, no later than eight (8) months after the Effective Date, hire a Managing Company to support the Borrower in the implementation of the Project, with terms of reference, competence, capacity and staff acceptable to the Bank, as further detailed in the Project Operational Manual."
0,B. Project Operational Manual.
0,"1. The Borrower shall: (i) adopt and carry out the Project in accordance with the Operational Manual acceptable to the Bank, which shall include the rules, methods, guidelines, standard documents and procedures for the carrying out of the Project, including the following: (a) the detailed description of Project implementation activities and the detailed institutional arrangements of the Project; (b) the Project administrative, accounting, auditing, reporting, financial (including cash flow aspects in relation thereto), procurement and disbursement procedures; (c) the monitoring indicators for the Project; (d) the contractual arrangements and missions of the Managing Company; and (e) the ESMF and the RPF; and (ii) not amend, suspend, abrogate, repeal or waive any provision of said Operational Manual without the prior written approval of the Bank."
0,"2. In case of any conflict between the terms of the Operational Manual and this Agreement, the terms of this Agreement shall prevail."
0,C. Implementation Arrangements for Part 4 of the Project.
0,"1. In order to ensure the proper implementation of Part 4 of the Project after the occurrence of an Eligible Crisis or Emergency, and prior to the carrying out of any activities under said Part of the Project, the Borrower shall take the following measures, all under terms and in a manner satisfactory to the Bank:"
0,"(a) determine or provide evidence that a competent entity has determined that an Eligible Crisis or Emergency has occurred, and the Bank has agreed with said determination;"
0,(b) prepare and furnish to the Bank an official request to finance the Eligible Expenditures under Category (2) in order to respond to said Eligible Crisis or Emergency;
0,-7-
0,"(c) prepare, consult and disclose all safeguards instruments required for said activities, in accordance with the provisions of Section I.D of this Agreement; and"
0,"(d) prepare and furnish to the Bank a manual (the CERC Manual), for the implementation of Part 4 of the Project, including: (i) a list of proposed emergency response and reconstruction activities to be carried out; (ii) financial management arrangements; (iii) procurement methods and procedures; (iv) documentation required for withdrawals of Eligible Expenditures under Category (2); (v) safeguard instruments for environmental and social management consistent with the Bank's Safeguard Policies then in force on the matter; and (vi) any other arrangements necessary to ensure proper coordination and implementation of Part 4 of the Project."
0,D. Safeguards.
0,1. The Borrower shall:
0,(a) implement the Project in accordance with the provisions of the ESMF and the RPF;
0,"(b) ensure that all measures for carrying out the recommendations of the ESMF, and the RPF are taken in a timely manner and that all necessary plans prepared in accordance with said ESMF and RPF have received the Bank's written no- objection prior to the start of any works or services; and"
0,"(c) ensure that the terms of reference of any consultancy in respect to the Project shall be satisfactory to the Bank following its review thereof and, to that end, such terms of reference shall duly incorporate the requirements of the Bank's Safeguard Policies then in force, as applied to the advice conveyed through such consulting services."
0,Section II. Project Monitoring Reporting and Evaluation
0,"The Borrower shall furnish to the Bank each Project Report not later than forty-five (45) days after the end of each calendar semester, covering the calendar semester."
0,Section III. Withdrawal of Loan Proceeds
0,A. General.
0,"Without limitation upon the provisions of Article II of the General Conditions and in accordance with the Disbursement and Financial Information Letter, the Borrower may withdraw the proceeds of the Loan to: (a) finance Eligible Expenditures; and (b) pay: (i) the Front-end Fee; and (ii) each Interest Rate Cap or Interest Rate Collar premium; in the amount allocated and, if applicable, up to the percentage set forth against each Category of the following table:"
0,-8-
0,"Category Amount of the Loan Allocated (expressed in USD) 249,375,000"
0,"Percentage of Expenditures to be financed (inclusive of Taxes) 100% (1) Goods, works, non- consulting services, consulting services, Training and Operating Costs for Parts 1, 2, and 3 of the Project (2) Goods, works, consulting services, consulting services, Training and Operating Costs for Part 4 of the Project (3) Front-end Fee"
0,non-
0,"625,000 Amount payable pursuant to Section 2.03 of this Agreement in accordance with Section 2.07 (b) of the General Conditions Amount due pursuant to Section 4.05 (c) of the General Conditions"
0,(4) Interest Rate Cap or Interest Rate Collar premium
0,"TOTAL AMOUNT 250,000,000"
0,B. Withdrawal Conditions; Withdrawal Period.
0,"1. Notwithstanding the provisions of Section III A above, no withdrawal shall be made:"
0,"(a) under Category (1), for payments made prior to the Signature Date, except that withdrawals up to an aggregate amount not to exceed $50,000,000 may be made for payments made prior to this date but on or after August 1, 2018 or the date falling twelve months prior to the Signature Date, for Eligible Expenditures; or"
0,"(b) under Category (2) until the Borrower has: (i) determined or provided evidence that a competent entity has determined that an Eligible Crisis or Emergency has occurred; (ii) prepared, consulted and disclosed all safeguards instruments required; and (iii) prepared and furnished the CERC Manual; all in a manner satisfactory to the Bank."
0,"2. The Closing Date is June 16, 2025. The Bank may grant an extension of the Closing Date only after the Guarantor's Ministry of Finance has informed the Bank that it agrees with such extension."
0,Section IV. Other Undertakings
0,"By June 15, 2022, or such other date as the Bank shall agree upon, the Borrower shall: (i) carry out, jointly with the Bank, a mid-term review of the implementation of the Project, which shall cover the progress achieved in the implementation of the Project; and (ii) following such mid-term review, act promptly and diligently to take any corrective action as shall be agreed by the Bank."
0,-9- P
0,SCHEDULE 3
0,The following table sets forth the Principal Payment Dates of the Loan and the percentage of the total principal amount of the Loan payable on each Principal Payment Date (“Installment Share”).
0,"Installment Share Principal Payment Date On each March 15 and September 15 Beginning March 15, 2029 through September 15, 2047 On March 15, 2048"
0,2.56%
0,2.72%
0,GFN
0,- 10 -
0,APPENDIX
0,Section I. Definitions
0,"1. “Água Legal Program” means the Borrower's program aimed at bringing potable water to the vulnerable population in MRSP, as established and operating under the Borrower's pluriannual investment plan."
0,"2. ""Anti-Corruption Guidelines"" means, for purposes of paragraph 5 of the Appendix to the General Conditions, the ""Guidelines on Preventing and Combating Fraud and Corruption in Projects Financed by IBRD Loans and IDA Credits and Grants”, dated October 15, 2006 and revised in January 2011 and as of July 1, 2016."
0,"3. ""Bank's Safeguard Policies"" means the Operational Policies (OPs) and Bank Procedures (BPS) of the Bank, namely OP/BP 4.01 (Environmental Assessment), OP/BP 4.03 (Performance Standards for Private Sector Activities), OP/BP 4.04 (Natural Habitats), OP/BP 4.09 (Pest Management), OP/BP 4.10 (Indigenous Peoples), OP/BP 4.11 (Physical Cultural Resources), OP/BP 4.12 (Involuntary Resettlement), OP/BP 4.36 (Forests), OP/BP 4.37 (Safety of Dams), OP/BP 7.50 (International Waterways), and OP/BP 7.60 (Disputed Areas); which can be found at https://policies.worldbank.org."
0,"4. ""Barueri Wastewater Treatment Plant"" means the plant established in 1988 and located in the municipality of Barueri that serves most of MRSP."
0,"5. ""Billings Basin” means a watershed that drains to the Billings reservoir in the area of MRSP, as defined under the State of São Paulo's Law No. 13.579/2009."
0,"6. ""Category"" means a category set forth in the table in Section III A of Schedule 2 to this"
0,Agreement.
0,7. “CERC” means Contingent Emergency Response Component.
0,"8. ""CERC Manual” means the manual prepared by the Borrower for the implementation of Part 4 of the Project, as referred to in Section I C of Schedule 2 to this Agreement, and as the same may be amended from time to time in a manner and with contents acceptable to the Bank."
0,"9. ""Eligible Crisis or Emergency” means an event that has caused, or is likely to imminently cause, a major adverse economic, environmental and/or social impact associated with natural or man-made crises or disasters."
0,10. “Embu Mirim River” means a river in the Guarapiranga Basin.
0,"11. ""ESMF"" means the Borrower's environmental and social management framework dated October 1, 2018 acceptable to the Bank, as published and available to the public on www.sabesp.com.br, which contains guidelines for undertaking site-specific environmental and social measures (in relation to environmental assessment, natural habitats, physical cultural resources, safety of dams and international waterways) for"
0,- 11 -
0,"individual investments under the Project, including: (i) guidelines for the identification of existing environmental and social conditions and potential direct and indirect environmental and social impacts and risks resulting from the carrying out of the Project; (ii) guidelines for the carrying out of environmental assessments and the preparation of environmental management plans, when applicable; (iii) recommendation of mitigation measures for each negative impact identified; (iv) measures for enhancing each identified positive impact; and (v) guidelines for the preparation of environmental and social monitoring plans for tracking the application of the mitigation measures, as said framework may be amended from time to time with the Bank's prior approval."
0,"12. ""General Conditions” means the “International Bank for Reconstruction and Development General Conditions for IBRD Financing, Investment Project Financing"", dated July 14, 2017."
0,"13. ""Guarapiranga Basin” means a watershed that drains to a reservoir in the MRSP, as defined under the State of São Paulo's Law No. 12.233/2006."
0,"14. ""Managing Company"" means the company hired by the Borrower in form and substance satisfactory to the Bank to support the implementation of the Project, as referred to in Section I A 2 of Schedule 2 to this Agreement, or any successor thereto acceptable to the Bank."
0,"15. ""MRSP” means the Metropolitan Region of São Paulo, as established and operating under the Guarantor's Law (Lei Complementar) Nº 14 dated June 8, 1973, and the Borrower's Law (Lei Complementar Estadual) N° 1.139 dated June 6, 2011."
0,"16. ""Operational Manual” means the manual referred to in Section I B of Schedule 2 to this Agreement, as the same may be amended from time to time in a manner and with contents acceptable to the Bank."
0,"17. ""Operating Costs” means the reasonable incremental operational costs related to the Project technical and administrative management, preparation, monitoring and supervision required under the Project, including, inter alia, office equipment, supplies, travel costs (including accommodations, transportation costs and per diem), bank charges, printing services, communication costs, utilities, maintenance and rental of office equipment and facilities, insurance, vehicle operation and maintenance costs, local contractual staff working on Project, and logistics services, but excluding the Borrower's regular staff."
0,"18. ""PIU"" means the Project Implementation Unit referred to in Section I A 1 of Schedule 2 to this Agreement."
0,"19. ""Procurement Plan"" means the Borrower's procurement plan for the Project, dated November 13, 2018, as the same may be updated from time to time in agreement with the Bank."
0,"20. ""Procurement Regulations” means, for purposes of paragraph 85 of the Appendix to the General Conditions, the “World Bank Procurement Regulations for IPF Borrowers”, dated July 2016, revised November 2017 and August 2018."
0,- 12 -
0,"21. ""Resettlement” means the impact of an involuntary taking of land under the Project, which taking causes affected persons to have their: (i) standard of living adversely affected; (ii) right, title or interest in any house, land (including premises, agricultural and grazing land) or any other fixed or movable asset acquired or possessed, adversely affected temporarily or permanently; (iii) access to productive assets adversely affected, temporarily or permanently; or (iv) business, occupation, work or place of residence or habitat adversely affected, temporarily or permanently."
0,"22. ""RPF"" means the Resettlement Policy Framework prepared by the Borrower dated September 24, 2018, and published and available to the public on www.sabesp.com.br and outlining general implementation procedures, mitigation measures and monitoring procedures for Resettlement under the Project, including the procedures for the preparation and implementation of resettlement action plans, as said framework may be amended from time to time with the Bank's prior approval."
0,"23. ""Signature Date"" means the later of the two dates on which the Borrower and the Bank signed this Agreement and such definition applies to all references to ""the date of the Loan Agreement"" in the General Conditions."
0,"24. ""Training"" means reasonable expenditures (other than those for consulting services) incurred in connection with the carrying out of training, seminars, and workshops, including the reasonable travel costs (e.g. accommodations, transportation costs and per diem) of trainees and trainers (if applicable), catering, rental of training facilities and equipment, logistics and printing services, as well as training materials and equipment required under the Project."
0,- 13-
1,The objectives of the Project are to improve connectivity and road safety along Targeted Road Sections of the Northwestern Corridor and to support corridor development in the Northwest of Argentina.
0,Public Disclosure Authorized
0,OFFICIAL DOCUMENTS
0,LOAN NUMBER 8810-AR
0,Loan Agreement
0,(Northwestern Road Development Corridor Project)
0,between
0,ARGENTINE REPUBLIC
0,Public Disclosure Authorized
0,and
0,INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT
0,JAFRO
0,8TKEMU300
0,LOAN AGREEMENT
0,"AGREEMENT dated as of the Signature Date between Argentine Republic (""Borrower"") and INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT (""Bank""). The Borrower and the Bank hereby agree as follows:"
0,ARTICLE I GENERAL CONDITIONS; DEFINITIONS
0,1.01. The General Conditions (as defined in the Appendix to this Agreement) apply to and form part of this Agreement.
0,"1.02. Unless the context requires otherwise, the capitalized terms used in this Agreement have the meanings ascribed to them in the General Conditions or in the Appendix to this Agreement."
0,ARTICLE II-LOAN
0,"2.01. The Bank agrees to lend to the Borrower the amount of three hundred million Dollars, (USD 300,000,000), as such amount may be converted from time to time through a Currency Conversion (""Loan""), to assist in financing the project described in Schedule 1 to this Agreement (""Project"")."
0,2.02. The Borrower may withdraw the proceeds of the Loan in accordance with Section III of Schedule 2 to this Agreement. The Borrower's Representative for purposes of taking any action required or permitted to be taken pursuant to this Section is its Minister of Treasury or MoH's Undersecretary of International Financial Relations.
0,2.03. The Front-end Fee is one quarter of one percent (0.25%) of the Loan amount.
0,2.04. The Commitment Charge is one quarter of one percent (0.25%) per annum on the Unwithdrawn Loan Balance.
0,2.05. The interest rate is the Reference Rate plus the Variable Spread or such rate as may apply following a Conversion; subject to Section 3.02(e) of the General Conditions.
0,2.06. The Payment Dates are January 1 and July 1 in each year.
0,2.07. The principal amount of the Loan shall be repaid in accordance with Schedule 3 to this Agreement.
0,ARTICLE III - - PROJECT
0,"3.01. The Borrower declares its commitment to the objectives of the Project. To this end, the Borrower, through MoT, shall cause DNV, to carry out the Project, with the assistance of"
0,-2-
0,"SoP for Part 2 (a) of the Project, in accordance with the provisions of Article V of the General Conditions and Schedule 2 to this Agreement."
0,ARTICLE IV. REMEDIES OF THE BANK
0,"4.01. The Additional Event of Suspension consists of the following, namely, that DNV shall have failed to comply with any of its obligations under the Subsidiary Agreement."
0,"4.02. The Additional Event of Acceleration consists of, namely, that the event specified in Section 4.01 of this Agreement occurs and is continuing for a period of 60 days after notice of the event has been given by the Bank to the Borrower."
0,ARTICLE V - EFFECTIVENESS; TERMINATION
0,"5.01. The Additional Condition of Effectiveness consists of the following, namely that the Subsidiary Agreement has been executed on behalf of the Borrower, through MoH and MoT, and the DNV."
0,5.02. The Effectiveness Deadline is the date one hundred and twenty (120) days after the Signature Date.
0,ARTICLE VI - REPRESENTATIVE; ADDRESSES
0,"6.01. Except as provided in Section 2.02 of this Agreement, the Borrower's Representative is its Minister of Treasury."
0,6.02. For purposes of Section 10.01 of the General Conditions:
0,(a) the Borrower's address is:
0,"Ministry of Treasury Hipólito Yrigoyen 250 C1086AAB, Buenos Aires Argentina"
0,and
0,(b) the Borrower's Electronic Address is:
0,Telex: 121942-AR
0,Facsimile: (5411) 4349-8815
0,E-mail: privada@mfin.gob.ar
0,-3-
0,6.03. For purposes of Section 10.01 of the General Conditions: (a) the Bank's address is:
0,"International Bank for Reconstruction and Development 1818 H Street, N.W. Washington, D.C. 20433 United States of America; and"
0,(b) the Bank's Electronic Address is:
0,Telex: Facsimile: E-mail:
0,1-202-477-6391 jhentschel@worldbank.org 248423(MCI) or 64145(MCI)
0,AGREED as of the Signature Date.
0,ARGENTINE REPUBLIC
0,By
0,Sut Authorized Representative
0,Name: Nicolas Dujovne
0,Title: Minister of Treasury
0,"Date: July 23, 2018"
0,INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT
0,By
0,Authorized Representative
0,Name: Jesko Hentschel
0,Title: Country Director
0,"Date: July 23, 2018"
0,SCHEDULE 1
0,Project Description
0,"The Project, consists of the following parts:"
0,Part 1: Road Infrastructure
0,Carrying out of infrastructure works along Targeted Road Sections of the NW Corridor of approximately 93.1 kilometers to: (a) expand the capacity from two lanes to a four-lane access controlled expressway with grade-separated intersections and returns; and (b) carry out rehabilitation works.
0,Part 2: Infrastructure for Development Corridor Management
0,"Carrying out of works and provision of technical assistance to improve the NW Corridor's management and contribute to roadside service and logistics development along the NW Corridor, through:"
0,"(a) the carrying out of feasibility studies related to logistics, multimodality and roadside service facilities, including: (i) the carrying out of environmental impact assessments for prioritized intermodal logistics centers and preparation of related environmental management plans; (ii) the carrying out of logistics development studies and diagnostics to assess needs for the NW Corridor's development; and (iii) the carrying out of an assessment of trucking industry market failures and provision of technical assistance to improve the applicable regulatory framework."
0,"(b) (i) carrying out of infrastructure works related to the relocation of the Gendarmeria Nacional post in Pampa Blanca, to improve existing facilities and access roads; and (ii) carrying out of road safety mitigation measures, including the carrying out of road safety awareness campaigns aimed at vulnerable corridor users such as pedestrians, motorcyclists, and cyclists."
0,(c) improvement of existing infrastructure and provision of technological equipment for the DNV weight control station in Barro Negro to perform static and dynamic weight control of freight trucks.
0,(d) improvement of infrastructure facilities of the fiscal control station of the Province of Jujuy's Revenue Directorate and the General Directorate of Customs Control located in Pampa Blanca.
0,-5-
0,Part 3: Project Management
0,"Provision of support for Project management and implementation, including, inter alia: (a) the installation of wildlife crossings; (b) the preparation of draft environmental management plans for the operation and maintenance phase of the works under Part 1 of the Project; (c) the implementation of a monitoring plan to assess the effectiveness of the wildlife crossings mentioned in (a) herein; (d) the carrying out of specialized technical, environmental and social supervision of civil works; (e) the provision of administrative and operational support to DNV for the administration, monitoring, coordination, and supervision of the Project; (f) the carrying out of an assessment of the impact of climate change on intensity-duration-frequency rainfall curve along the NW Corridor; (g) the design of climate resilient solutions ranging from spatial planning to post- disaster risk and recovery support to address the growing climate risks which could impact the Borrower's entire transport value chain; (h) the carrying out of studies to prepare public-private partnership bidding documents for the NW Corridor, including a strategic environmental and social assessment; (i) the carrying out of activities included in the IPP to reduce the gender gap; (j) the implementation of a road user and citizen engagement platform to close citizens' feedback loop; and (k) the carrying out of technical supervision of works by junior engineers from local universities."
0,-6-
0,SCHEDULE 2
0,Project Execution
0,Section I. Implementation Arrangements
0,A. Institutional Arrangements.
0,"(a) Without limitation to the provisions of Section 3.01 of this Agreement, and for purposes of carrying the Project, the Borrower shall make the proceeds of the Loan available to DNV under a subsidiary agreement (the Subsidiary Agreement) to be entered into between the Borrower, through MoH and MoT, and DNV, under terms and conditions acceptable to the Bank, including, inter alia:"
0,"the obligation of the Borrower: (A) to promptly disburse to DNV the proceeds of the Loan in a manner acceptable to the Bank; and (B) the right of the Borrower, through MoT, to take remedial actions against DNV in case DNV shall have failed to comply with any of its obligations under the Subsidiary Agreement; and"
0,"(ii) the obligation of DNV: (A) to carry out the Project in accordance with the provisions of this Schedule and Section V of the General Conditions; (B) to ensure that the Project is carried out in accordance with the provisions of the Anti-Corruption Guidelines; (C) to not assign, amend, terminate, abrogate, repeal, waive or fail to enforce the Subsidiary Agreement or any provision thereof, unless previously agreed with the Bank; and (D) to take or permit to be taken all action to enable the Borrower to comply with its obligations set forth in this Agreement."
0,"2. (a) The Borrower, through MoH and MoT, shall exercise its rights and carry out its obligations under the Subsidiary Agreement in such manner as to protect the interests of the Borrower and the Bank and to accomplish the purposes of the Loan; and (b) except as the Bank shall otherwise agree, the Borrower, through MoH and MoT, shall not assign, amend, abrogate, terminate, waive or fail to enforce the Subsidiary Agreement or any provision thereof."
0,"3. The Borrower, through MoT, shall cause DNV to have at all times during Project implementation, adequate professional staff (with expertise in engineering, administrative, procurement, environmental, social and financial management matters) and administrative staff, assigned to the implementation of the Project, all with qualifications and experience acceptable to the Bank."
0,"4. The Borrower, through SoP, shall provide technical support to DNV in the carrying out of the activities under Part 2 (a) of the Project, as set forth in the Operational Manual."
0,-7-
0,B. Operational Manual.
